date,favorite_count,favorited,id,language,retweet_count,text,user_created_at,user_description,user_followers,user_friends,user_location,user_screen_name
2021-07-24 16:48:57,0,False,1418976509474136064,en,0,"Tokyo Olympics 2020 India's Performance on Day 1: Mirabai Chanu wins silver, Good Start by Sumit Nagal… https://t.co/TD1w8U5ILB",2009-10-16 06:57:04,"Amateur Photographer, Sports Enthusiast, Associated with EBRP & Sports Team of India",597.0,806,KOLKATA,babaighosh
2021-07-24 16:48:46,0,False,1418976462791716868,en,0,@manojkjhadu Got German Scholarship represented India now Asst Prof stranded in Libya since 2013 why Sir what Bihar… https://t.co/n9w1exi0RO,2018-04-10 19:41:13,"Ass.Professor at Elmergib University.
German Scholarship
Inducted in NM Basketball Hall Fame.
Invited by IOC,FIBA,NBA,Aspire ,ASC,Rep Uni Oly, Unicef, UNESCO",77.0,1212,Tripoli Libya Msllatta ,vidyasidhi
2021-07-24 16:48:43,1,False,1418976447453085705,en,0,What a thrilling start! It’s day 1 of Tokyo Olympics and India already won a medal. Thank you Mirabai Chanu. India… https://t.co/MYuA6GD817,2020-04-01 04:25:08,Working with SRA Digital media,9.0,214,,AnuragS52522720
2021-07-24 16:48:19,1,False,1418976347490226186,en,0,"There is Only One Period of Sports in a week, In Schools of India.
And We expect a lot of medals in Olympics.… https://t.co/b1U3lacaL7",2020-07-16 06:06:36,(Student) :important to make sure whatever you write displays who you are as a person and gives other people the chance to connect with you on a personal level.,1.0,45,"Jaipur, India",RajeshC95179101
2021-07-24 16:47:55,0,False,1418976247003049984,en,0,Hearty congratulations to ace Indian weightlifter Saikhom Mirabai Chanu for winning a Silver Medal in the women’s w… https://t.co/Iam3Rm51oI,2018-01-07 13:31:28,"trs senior leader, 
president voice of women skill development society",220.0,25,Hyderabad ,muneerabegum11
2021-07-24 16:47:36,0,False,1418976168091475974,en,0,Congratulations to Mirabai Chanu for winning silver medal in weight lifting. This is first medal for India in Tokyo… https://t.co/zvZL2llRgr,2010-06-16 09:57:17,"Studied economics, cherish India, lives commodities, breath TransGraph, pride clients, analyses markets, economy, politics.",101.0,76,,NagarajMeda
2021-07-24 16:47:08,0,False,1418976050126721034,en,0,"Full schedule and match details here - https://t.co/TtQ25IpKPD

#Tokyo2020 #Cheer4India #TokyoOlympics https://t.co/XblmNXeriX",2014-10-14 21:33:52,Here Sport is Life!,166.0,752,kolkata,sportz_point
2021-07-24 16:46:56,0,False,1418976001854480385,en,0,"Congratulations to #MirabaiChanu on winning the Silver medal🥈in #Weightlifting  women's -49kg !! 🎊🎉
 #India… https://t.co/tcci9H4I5q",2012-05-27 13:44:25,"👉  Sovarix Bioscience
👉  A Proud Rx/Marketing Freak
👉 B.Pharm 💊💉/PGDM  🎓👔
👉 Biggest Srk fan
👉 Wish me on 26th Feb..!!✨🌟",1009.0,1007,"Gandhinagar, India",meetmodi94
2021-07-24 16:46:55,0,False,1418975997408563200,en,0,"You are amazing @mirabai_chanu ⭐ Congratulations for achieving a silver medal in #TokyoOlympics for India 🇮🇳

Hats… https://t.co/aH0BF1BFGh",2017-12-20 14:56:41,"• Shah Rukh Khan ❤️ • Ex - Claritus Consulting, Noida⚡    • Future Android Developer📱",28.0,33,"Alwar, Rajasthan ",iam_SRKunal
2021-07-24 16:46:54,0,False,1418975991234539525,en,0,Congratulations to #MirabaiChanu on winning the Silver medal🥈in #Weightlifting  women's -49kg and earns the first m… https://t.co/Td9R72bOj7,2021-05-11 08:33:04,"it's me Asif☝@Pawankalyan👑🙏@i_nivethathomas
🧡😘@ImRo45💙🏏",40.0,102,,Asif67046135
2021-07-24 16:46:49,4,False,1418975969155731459,en,0,Congratulations Mirabai Chanu on winning silver medal in 49 kg category in weightlifting.  This is India's first me… https://t.co/Nzn2zSezPS,2014-11-12 07:35:26,"•President, Mandvi Taluka Youth BJP •Sarpanch, Maska Gram Panchayat    
•Views expressed are personal
•RTs not endorsement",3194.0,2320,Mandvi-kutch,kirti_gor
2021-07-24 16:46:48,0,False,1418975967062765582,en,0,"@mirabai_chanu remember the name!
All India is proud 🙏🏻
#TokyoOlympics 
#Olympics 
#Cheer4India",2012-12-13 13:40:42,An Engineer at heart!!                              @TaTaTech_news                                      @TataMotors,31.0,302,Pimpri Chinchwad,niks_kulkarni
2021-07-24 16:46:41,0,False,1418975936834322449,en,0,Something for all of us to be proud of — Mirabhai Chanu has won India’s first medal - a silver medal 👏👏👏 at Tokyo O… https://t.co/DJH5M291mO,2014-12-20 02:48:34,*Enjoy life No rewind*,26.0,63,,nsundar4
2021-07-24 16:46:33,0,False,1418975905934872579,en,0,"@LionSaifu @AkshayS66147514 @faizanlakhani India always wins medals
Pakistan Can won a Gold too
If Terrori$m , bomb… https://t.co/cF7hPm1bQr",2017-08-17 23:10:22,"Member of Indian Nationalist
social Worker & Analyst
राष्ट्रवादी
महिला सशक्तिकरण",2989.0,2785,"नई दिल्ली, भारत",Phyto_Atomy
2021-07-24 16:46:18,0,False,1418975843284627457,en,0,"#Startup idea:

Whatever major event starts create an Instagram page and keep posting news on it related to the eve… https://t.co/bpL7UmZZqh",2010-08-02 13:45:32,नशा शराब में होता तो नाचती बोटल 😔,168.0,531,"10/1, Star Road, Pochinki ",vh1ne
2021-07-24 16:46:14,0,False,1418975826213670912,en,0,A beautiful start for India.. congratulations Mirabai Chanu on winning the silver medal at Tokyo Olympics under wei… https://t.co/2neCm4dq5a,2015-07-07 08:32:16,"We're the Saroj Group of Constructions! And yeah, we're one of the best trusted real estate developers in Karnataka!",68.0,0,"Bengaluru, Karnataka",sarojbuilds
2021-07-24 16:45:58,2,False,1418975758349783040,en,0,@iDaHooter @thenatdoc @sadaruddin_shah @AmrullahSaleh2 Pakistan economy is poor than Bangladesh and you are trying… https://t.co/fXKfQPU8n0,2018-02-07 14:27:35,Football ⚽️🏟,84.0,39,United States 🇺🇸 ,Nickk3236
2021-07-24 16:45:55,1,False,1418975746555621380,en,0,Watch Laser Radial Race 2 Women and 1 Men from India are participating from 8:35 am (IST) onwards only on… https://t.co/MTYRRxVr2W,2017-11-20 07:17:22,"Engineer by Pro
Photographer by Passion",23.0,122,"Mumbai, India",GaurangSawant4
2021-07-24 16:45:55,0,False,1418975744961781764,en,0,@Olympics @yogital @YusraMardini @RefugeesOlympic hii can u tweet something now about india winning medal or ru afr… https://t.co/xLz0IvdZ9l,2014-11-10 09:45:53,,31.0,48,,svtamhankar
2021-07-24 16:45:31,1,False,1418975643753144323,en,0,Many congratulations Mirabai Chanu.... You made our India pride in the #Tokyo2020 Olympics.... A sweet revenge to y… https://t.co/5GpbaCb7XI,2014-03-21 00:40:25,,18.0,53,"Kollam, Kerala",KabaddiCoach
2021-07-24 16:45:21,0,False,1418975602489634819,en,0,Congratulations Mirabai Chanu @mirabai_chanu for opening India's medal tally by winning silver in 49 kg weightlifti… https://t.co/e1rNg1QPJX,2020-08-25 07:09:16,"❤🙏GOD🙏
जय हिंद 🇮🇳
जय भारत🇮🇳
🇮🇳सत्यमेव जयते🇮🇳🇮🇳
🙏God🙏Family❤",1.0,41,"New Delhi, India",VickySi10651534
2021-07-24 16:45:05,1,False,1418975533447139335,en,0,India's first medal podium of the Tokyo Olympics and @SonySportsIndia splits the stream for an ad on a paid subscri… https://t.co/oaeEyS63JJ,2018-12-06 16:49:10,You'll never walk alone ❤️,62.0,309,"Mumbai, India",raghvendra_950
2021-07-24 16:45:03,0,False,1418975527520641026,en,1,"https://t.co/SyF5HP0647

24th July (india performance) review.

25th July (INDIA participation) Preview

#Olympics… https://t.co/rIM6sb7Eby",2021-07-22 05:34:11,Abion Sports will give you a comprehensive coverage of global sporting community!,2.0,76,,SportsAbion
2021-07-24 16:44:45,0,False,1418975452518141967,en,0,I belive (correct me if I'm wrong) this is first time in Indian Olympic history when India has managed to make it t… https://t.co/CrsclpaM7z,2019-12-18 00:24:43,There is nothing to know.😎,279.0,154,Somewhere watching cricket 🏏,nitesh___007
2021-07-24 16:44:38,0,False,1418975422721765378,en,0,"Congratulations India 🇮🇳!

#OlympicGames  | Mirabai Chanu wins silver medal in Weightlifting Women's 49kg category.… https://t.co/fHSop887nD",2018-10-29 03:00:30,#movies #cricket #moviereviews #cricketanalyser #cricketcomentator #Proudcricketfan,467.0,984,India,LuvhrtzzA
2021-07-24 16:44:37,3,False,1418975418703564812,en,2,"𝐉𝐮𝐥𝐲 𝟐𝟒 - 𝐃𝐚𝐲'𝐬 𝐇𝐢𝐠𝐡𝐥𝐢𝐠𝐡𝐭𝐬

Notable mentions:
🌟 First for Iran in shooting
🌟 Mirabai Chanu won India's first in Wei… https://t.co/bmwh6KpOZe",2018-09-17 05:35:24,The official account of the Olympic Council Of Asia.,42988.0,30,Kuwait,AsianGamesOCA
2021-07-24 16:44:36,4,False,1418975414773506062,en,1,Really...???I think players are not selected by their government but by their talent and qualification...mirabai ca… https://t.co/QKuZ1igqeP,2019-11-05 13:08:39,"Musician🎹🎹🎸🎷🎼
Cricketer🏏🏏🏏",28.0,64,"Assam, India",BhringeshH
2021-07-24 16:44:30,0,False,1418975388705988614,en,0,@arshi_yasin @SonySportsIndia Shouldn't @ddsportschannel take the ownership of showing all of India matches at Olym… https://t.co/RKivLOeQlg,2010-05-22 10:30:53,"Global Citizen. A proud मराठा, a Proud Indian and die-hard Mumbaikar. Worked in 6 continents of the world 🌎 #moviebuff #cricket #travel",44.0,549,India,devarshi198mum
2021-07-24 16:44:27,4,False,1418975373799432194,en,0,"Congratulations! 
Mirabai Chanu won Silver Medal at #Tokoyo2020 in the 49kg category for weightlifting. Upon interv… https://t.co/LekLgalXHn",2010-03-30 08:58:11,Dabur is a leading FMCG Company in India with a portfolio of products based on Ayurveda and Nature.,14239.0,44,India,DaburIndia
2021-07-24 16:44:16,0,False,1418975330736513032,en,0,@Tokyo2020hi @mirabai_chanu Mirabai Chanu creates history by ending India's 21-year wait and becoming the 1st India… https://t.co/AM0xT5pTeo,2015-02-26 08:01:41,,7.0,77,MUMBAI,sandeepcchavan
2021-07-24 16:43:43,1,False,1418975189124231169,en,0,"Congratulations Mirabai Chanu For getting 1st medal for India at Olympics...

#TokyoOlympics #ProudIndian https://t.co/lfc7JAszGY",2021-02-21 06:59:51,"Shivsena-Yuvasena 
BCA Student @BamuUniversity",10.0,65,,RushiDukale123
2021-07-24 16:43:33,0,False,1418975147915038722,en,0,"The whole day was dedicated to @mirabai_chanu. From now, the night is going to @JemiRodrigues! 
Daughters of #India… https://t.co/Kwmi7TdOE9",2017-04-19 09:24:03,"Alumni @IITG, Mathematician, reader, Writer, sports enthusiast #Indian",42.0,116,Bhubaneswar,rrsahu_14
2021-07-24 16:43:13,0,False,1418975066776346632,en,0,"India medal tally starts at Olympic !

#positivechange #Olympics
#TokyoOlympics2021
#mirabhaichanu

https://t.co/TzoGdZjdzW",2014-05-06 11:01:49,Independent Indian but typical to underestimate !! #YouTuber #SQL #PositiveThinker #PositiveChange,195.0,1710,chennai,it_balaji
2021-07-24 16:42:56,2,False,1418974995355557888,en,0,Kudos to Saikhom Mirabai Chanu for creating history and ending India's 21-year wait by becoming the 1st Indian weig… https://t.co/Djr8OVP2vW,2013-08-16 13:34:24,We offer Banking solutions and much more!! Connect with us for the latest news and tips in the banking industry,1890.0,12,India,SaraswatBank
2021-07-24 16:42:53,0,False,1418974982663806977,en,0,If gundagardi was sports @MamataOfficial Can win 100golds for India sending her TMC cadre in Olympics,2021-03-13 10:28:24,"सोत्साहानां नास्त्यसाध्यं नराणाम् ॥
उत्साही मानव को कुछ भी असाध्य नहीं होता ।",59.0,1113,हिन्दुराष्ट्र,manipulatdjourn
2021-07-24 16:42:48,2,False,1418974960073203713,en,0,@TheHockeyIndia @IndiaSports @Media_SAI @sports_odisha @CMO_Odisha @FIH_Hockey @Olympics @WeAreTeamIndia Hockey is… https://t.co/4sIz5QzGDr,2014-06-24 16:18:32,"Surgical Oncologist , Sylheti, Director of Oncology Services , Pacific Institute of Medical Sciences. No love , no hate. No endorsement.",369.0,1212,"Udaipur, India",subhabrata1978
2021-07-24 16:42:41,10,False,1418974931010871306,en,7,"Here's our schedule at #Tokyo2020 for tomorrow - July 25, Sunday 🤩

Who’s excited? 🙋‍♂️ ( Me definitely) 🤩… https://t.co/h7v4fgAv5r",2020-07-30 18:08:05,Manchester is Blue💙 Football ⚽ Food 🍲 and travelling ✈️ are my passion. literature📚 is love 💙 #FullyBengali #GoatMessi #StaySafeEveryone & IFB ALL 💙💙💙💙,2122.0,2471,Somewhere In the World ,Willmcfc49
2021-07-24 16:42:10,0,False,1418974801893396483,en,0,"Yeee 🥳 first medal to @mirabai_chanu and India . 
Congrats @mirabai_chanu 💪😊 
#Olympics #OlympicGames… https://t.co/3tNFwtpXZv",2020-03-15 14:33:07,"remember the feeling ❤️
#student
#believeinyourself🍁
#mumbai🏘️",52.0,356,"Mumbai, India",Pritithakur_13
2021-07-24 16:41:43,1,False,1418974688445976576,en,0,Congratulations to #Mirabai_chanu for winning #Silver  in #Weightlifting. People who are proud of you will tie a… https://t.co/YaXORw8a3L,2020-08-11 13:30:25,"Thriving to accelerate growth of new ventures & develop Indian startup ecosystem in Tier II/III cities 
Join us",9.0,2,India - UK ,RisingIndia_In
2021-07-24 16:41:31,0,False,1418974637082431495,en,0,"Congratulations #MirabaiChanu for achieving the first medal for India at Tokyo Olympics, we are proud of you!… https://t.co/fUUCPFteZV",2014-04-13 15:01:32,प्रान्त संगठन मंत्री विहिप उत्तराखण्ड,131.0,60,uttarakhand,AjayNagarvhp
2021-07-24 16:41:21,1,False,1418974596469035014,en,0,"Congratulations to Mirabai Chanu for winning the first medal for India in the Tokyo Olympics 2020.

You have brough… https://t.co/bLsIeGvc2B",2012-12-01 15:42:54,"Mega Family|| Nature 💚 |Personal  opinions || Janasena | FoTo Freak | Friendly ||  Keep in Touch@ https://t.co/SnoBWQI8i8…
https://t.co/U6vg1Lb8VV…",163.0,584,"Hyderabad, India",yvjayadeepkumar
2021-07-24 16:41:08,12,False,1418974541255122944,en,1,Excellent Session 'India at Olympics' 🇮🇳 https://t.co/8eU23CDUL8,2012-02-06 06:17:30,"Consultant | Mentor | ACM, SIG | D-NET
Google Analytics | SEO | SDG | Startup
Tourism | Blogger: https://t.co/DawbO6W9ox 
🇮🇳 @TwitterForGood 🇮🇳 Photography 📷",44161.0,1568,"Varanasi, New Delhi",AnupamkPandey
2021-07-24 16:40:55,1,False,1418974486855143424,en,0,"Congratulations @mirabai_chanu for getting Silver medal and representing india in TOKYO OLYMPIC 2020.
#olympics… https://t.co/siKrOHr8vI",2020-04-27 15:20:45,This is official twitter handle of Inspiring Goodness. Inspiring Goodness means inspire people with goodness and help people for overcome their depression.,17.0,19,,inspiringgoodns
2021-07-24 16:40:53,8,False,1418974478273482757,en,2,As many as 28 teams/National Olympic Committees won at least one medal on the Day 1 of Tokyo Olympics. China are on… https://t.co/uuLc63oduY,2021-03-02 05:43:47,Wicked Sense of Humour,3572.0,4123,Temple City,Tushar_KN
2021-07-24 16:40:31,0,False,1418974384413462538,en,0,@NBirenSingh @mirabai_chanu @narendramodi @AmitShah @ianuragthakur @JPNadda @blsanthosh She made India proud on 2nd… https://t.co/Txj5XfyJpg,2010-02-06 19:58:20,"' भारतवर्ष', 'विश्वागुरु' .

Retweet are not Endorsements.",1219.0,1412,India,ROHITKUMBHOJKAR
2021-07-24 16:40:30,1,False,1418974379577421826,en,0,Congratulations To Mirabai Chanu on her Silver Medal winning accomplishing achievement at Tokyo Olympics.UIBBFT-IND… https://t.co/E8Yut6FcUb,2016-01-29 15:04:09,,7.0,128,,sibaprasadrout7
2021-07-24 16:40:21,1,False,1418974342508027904,en,0,"congratulations to #IndiaAtTokyoOlympics 
Thanks #MeerabaiChanu 4 making india proud in #TokyoOlympics ! 
There can… https://t.co/h27IO8i42T",2020-03-30 13:32:58,"Got honoured as Mrs India Goodness Ambassador title in 2019. I am Doctor And entrepreneur by profession, Social worker from heart.",21.0,39,"Gurgaon, India",ApurwaDr
2021-07-24 16:40:07,179,False,1418974285469728786,en,30,#Amul Topical: Weightlifter wins India her first medal in Tokyo Olympics for women’s 49kg category! https://t.co/hOb0Q4e8pf,2011-11-20 17:01:44,"Working as Managing Director since June 2010 of GCMMF ltd ( AMUL) ,India's biggest food and dairy company having annual TO of $5.5  billion or RS 39500 crores .",31421.0,360,"ANAND, Gujarat, India",Rssamul
2021-07-24 16:40:02,1,False,1418974263655247876,en,0,The Indian shooting team will make four more attempts at opening its medal count at the #TokyoGames. #Tokyo2020 https://t.co/uvCGdTk3lM,2011-03-18 10:02:16,"Bangalore & Karnataka's leading news daily for over 73 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",76507.0,152,India,DeccanHerald
2021-07-24 16:39:48,0,False,1418974206805618698,en,0,"@thewarhead12 @spectatorindex There's no open defecation competition in the Olympics, therefore India's cannot win",2011-04-29 17:17:28,,40.0,68,Feira de Santana-BA,PCAlencar97
2021-07-24 16:39:42,0,False,1418974179165052929,en,0,"Weightlifter Mirabai Chanu bags silver medal in  women’s 49 Kg weightlifting event today, brings India it’s first m… https://t.co/pVQvuYvDpA",2017-08-28 10:03:09,"Official Twitter account of Press Information Bureau, Government of India, Jammu and Kashmir",11055.0,127,"Srinagar, Kashmir",PIBSrinagar
2021-07-24 16:39:37,0,False,1418974157665079297,en,0,Congratulations Mirabai Chanu on winning silver medal in 49 kg category in weightlifting. This is India's first med… https://t.co/LmwZC3Edx8,2020-05-30 19:52:59,"General secretary  mahila morcha Jila naveen shahadra Seemapuri Vidhansabha,Bhartiya Janta party",123.0,669,Dilshad garden delhi,bhoomika_bjp
2021-07-24 16:39:32,0,False,1418974138635538436,en,0,A powerful start for India! Congratulations to Saikhom Mirabai Chanu on winning the silver medal in weightlifting.… https://t.co/onkkoNGtgC,2021-07-03 14:56:15,సత్తెనపల్లి నియోజకవర్గ తెలుగుదేశం పార్టీ నాయకులు #TDPTwitter,113.0,71,,KodelaDr
2021-07-24 16:39:29,0,False,1418974124878225410,en,0,"This is the real women empowerment.
Hats off to Mirabai Chanu for opening India's Olympic medal count with her sens… https://t.co/cvBQuRtbAB",2019-01-14 14:25:37,"PhD candidate in Zaikina lab working on Solid State Chemistry with Borides. I love X-Ray,Electron-microscopy,magnetic materials,SPS,teaching,anime,cooking,food.",208.0,844,"Ames, IA",GourabBhaskar1
2021-07-24 16:39:28,1,False,1418974121229053960,en,0,Yes . India opened account on first day of Olympics with a silver from mirabai chanu. Congratulations . Mirabai cha… https://t.co/Ckv0msY5gh,2020-10-30 16:27:18,Grateful .  Be happy,17.0,81,,YashBhusari6
2021-07-24 16:38:36,0,False,1418973902282362893,en,0,"Saikhom Mirabai Chanu is an Indian weightlifter. She won Silver medal Tokyo Olympics in Women's 49 kg, bringing Ind… https://t.co/PjzLAaxCsG",2010-03-08 07:32:14,Development Specialist,26.0,58,"Kolkata, India",bappa21
2021-07-24 16:38:21,1,False,1418973842064695303,en,2,Drop anything in replies to be added in a random GC to talk about India in #Olympics,2018-05-17 14:08:49,,173.0,189,,Lords103
2021-07-24 16:38:16,1,False,1418973819293863940,en,0,I got India in the Olympics Women’s Hockey sweepstake @castlehockey1 … not going well 😒,2009-01-27 22:12:12,"MLA in South Belfast. 
Alliance Party Deputy Whip, Spokesperson for Health, Lead on Social Justice and Rights issues.
Deputy Chair of Bill of Rights Committee.",12665.0,1947,Belfast,PaulaJaneB
2021-07-24 16:38:01,0,False,1418973757859762177,en,0,@O_l_a_v_a_n Lol Antonio maino shares the screen when india facing a problem in the bejing Olympics,2020-04-03 18:09:46,Bubbly gal and talkative,265.0,361,,Asmitha15869157
2021-07-24 16:37:09,1,False,1418973539772862472,en,0,"Congratulations India 🇮🇳!

#OlympicGames  | Mirabai Chanu wins silver medal in Weightlifting Women's 49kg category.… https://t.co/nVud3wfofA",2020-03-27 12:55:13,Junior Assistant   at education department. rajasthan 2019,35.0,370,"Alwar, India",rajeshk40684446
2021-07-24 16:36:50,0,False,1418973459699351557,en,0,Why is noone praising modiji because India won an #Olympics medal!??,2020-03-20 06:27:58,itne chutiye masle hain zindagi mein...    batane ka bhi jee nahi karta🥺,26.0,410,India,agnosticabhi
2021-07-24 16:36:22,0,False,1418973342476898304,en,0,"Definitely set to make a mark, Indian women are finally shining in the Tokyo Olympics 2021. India is gearing up a s… https://t.co/den3AMxW03",2010-07-15 11:55:34,"Founder, VLCC",3379.0,307,"New Delhi, India",Vandanaluthra
2021-07-24 16:36:21,4,False,1418973337691242511,en,0,"Congratulations @mirabai_chanu on winning silver medal in 49 kg category in weightlifting.

This is India's first m… https://t.co/VFUd2uh7Hq",2016-09-13 14:26:00,"corporater of ward no-10 (adajan-pal-ichhapor), Ex president of ward no-10 BJP",322.0,174,Pal ,NileshPatel8488
2021-07-24 16:35:55,1,False,1418973226705645569,en,0,"Congratulations to the ‘daughter of India’ 
@mirabai_chanu INSPIRATION FOR GIRLPOWER
 for the first medal at the To… https://t.co/AcxCv0LBfG",2020-07-18 12:18:54,"Hard work beats talent when talent doesn't work hard
•
Video content creator.
Writer.
•
Tweets about Growth, Health and general Self-Improvement.",4.0,52,Greater Noida,AdityaBhushanS5
2021-07-24 16:35:54,0,False,1418973224973398016,en,0,"A silver to remember🥈
Indian WL sensation Saikhom #MirabaiChanuWinsMedal  lifted a total of 202kg to bag a silver m… https://t.co/JlWtZtMeOu",2021-06-19 05:23:50,"@Tera_Uttarakhand

YouTube Channel:- https://t.co/GSynFBHXdT

FB PAGE:- https://t.co/GAB0ydHY6P",3.0,3,Uttarakhand,TukOffical
2021-07-24 16:35:44,0,False,1418973183139590154,en,0,"Why the siddi initiative halted?
https://t.co/oZPDc54R3D
Racial advantage can't be overlooked in sports. 
Even the… https://t.co/DC2ZBeDHWE",2020-08-28 08:22:48,Proud one woman man | #NTK | #seeman | #HBDSanam | #BelongsToTamilianStock | #Justice4TamilGenocide,1490.0,1487,India,mindgage
2021-07-24 16:35:25,5,False,1418973100524204032,en,1,India At #TokyoOlympics Day 2: When And Where To Watch All The Action https://t.co/heZxS766oa,2009-05-04 03:58:58,"Journalist, TV anchor. Founder: IndiaSpend, https://t.co/RCrpvM4RmE, BOOM, Founder-Editor of Bloomberg TV India. Earlier: CNBC-TV18, ET. Fellow, Aspen Institute",22535.0,1681,"Mumbai, India",govindethiraj
2021-07-24 16:35:23,1,False,1418973094429986817,en,0,Mirabai Chanu handed India its first medal of the Tokyo Olympics by winning a silver medal in women’s 49kg weightli… https://t.co/aezWEzyrBm,2020-02-27 08:36:02,"COACT is a Technology driven organization.
COACT is bridging the communication Gap across sectors through Video enabled services in India and Globally.",2.0,23,,coactuar
2021-07-24 16:35:22,0,False,1418973087920447488,en,0,"Mirabai Chanu gets the first medal for India!🥈🇮🇳 
.
Mirabai Chanu became the first Indian weightlifter to win the s… https://t.co/HPPEE43xhU",2019-01-29 08:40:59,"Institute of Management & Foreign Studies. https://t.co/dpHF9AzbHH Branches at: Mumbai (Vile Parle, Borivali, Dadar, Thane, Vashi), Pune, Manipal, Hyderabad",8.0,10,,ImfsKp
2021-07-24 16:35:16,0,False,1418973064520507406,en,1,"Congratulations
MIRABAI CHANU
For winning silver medal in Tokyo Olympics in 49kg weight lifting making india proud… https://t.co/yHnrpl7pY4",2010-02-16 07:17:40,"Co-ordinator Western Maharastra and Thane district incharge  of AIMIM party 
Founder AMP
Grandson maulana hasrat mohani 
Member jamiyat ahlehadees",752.0,286,mumbai,shanulsayed
2021-07-24 16:35:14,0,False,1418973057939656714,en,0,"Congratulations! 
Mirabai Chanu won Silver Medal at #Tokoyo2020 in the 49kg category for weightlifting. Upon interv… https://t.co/iXYrhYqwHI",2014-04-14 12:15:48,World's No. 1 Dabur Honey clears all 22 FSSAI regulations and ensures 100% purity with no sugar adulteration and is completely sourced from Indian beekeepers.,5201.0,7,India,DaburHoney_Ind
2021-07-24 16:35:08,0,False,1418973029305040899,en,0,Congratulations @mirabai_chanu For Winning #Silver In #Weightlifting 💪🏼🔥 India Proud Of U #RealQueen 👑 #TeamIndia… https://t.co/B08UcjDzjP,2016-11-06 12:20:54,"●﷽ ☯︎ 
●✌🏻 | 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 & 𝐇𝐞𝐚𝐥𝐭𝐡 𝐒𝐜𝐢𝐞𝐧𝐜𝐞 ⚕️
●🏥 | 🅳🅺🅼🅼 🅷🅼🅲 🎓
●🏡 | 🅐🅤🅡🅐🅝🅖🅐🅑🅐🅓📍
●👨🏻‍⚕️ | 𝕱𝖚𝖙𝖚𝖗𝖊 𝕯𝖔𝖈𝖙𝖔𝖗💉
● #Mi",317.0,311,🇮🇳  (ɪɴsᴛᴀɢʀᴀᴍ ᴀᴜʀ ғᴀᴄᴇʙᴏᴏᴋ),abkhanpathan36
2021-07-24 16:35:07,0,False,1418973028017491971,en,0,"#Cheer4India
The Indian tricolour is held aloft as the Indian contingent marches at the inaugural of Tokyo Olympics… https://t.co/22VgC9eqlh",2014-05-31 03:41:56,,16.0,141,,ramveers2891
2021-07-24 16:34:59,0,False,1418972993817022467,en,0,"#Cheer4India
As the Tokyo Olympics is set to begin, the dynamic Indian contingent is seen leading Team India at the… https://t.co/3QCEnyBrMY",2014-05-31 03:41:56,,16.0,141,,ramveers2891
2021-07-24 16:34:55,0,False,1418972975194329096,en,0,"#Cheer4India
Boxing great M C Mary Kom and Indian hockey team skipper Manpreet Singh are the flag-bearers for the I… https://t.co/q3YDabfYzI",2014-05-31 03:41:56,,16.0,141,,ramveers2891
2021-07-24 16:34:49,8,False,1418972950687064066,en,0,"What a feat! 🇮🇳 #Silver
Many congratulations to @mirabai_chanu for winning our first #medal at #Olympics on the ver… https://t.co/xwcjK8xysT",2018-12-14 17:01:09,Diplomat | #IndianForeignService | Second Secretary @IndEmbMexico | ex-Lawyer | Dog Lover | An Ounce Of Perception. A Pound Of Obscure | Personal Account,6676.0,97,"México City | Aurangabad, MH",GaikwadVallari
2021-07-24 16:34:47,0,False,1418972942906667013,en,0,"#Cheer4India
The Indian Contingent gears up for Tokyo Olympics. India's participation in the Games is set to begin… https://t.co/iajvVKNVrI",2014-05-31 03:41:56,,16.0,141,,ramveers2891
2021-07-24 16:34:33,0,False,1418972883347517447,en,0,A town in Al Bakistan has 2000 gun shops where guns are cheaper than smartphones. Yet they only managed to get 3 me… https://t.co/Vk11RDL929,2021-05-02 05:26:09,,113.0,243,,Niratanka_
2021-07-24 16:34:17,1,False,1418972817161428992,en,0,"Congratulations @mirabai_chanu for Silver Medal for India at Tokyo Olympics..🥈🇮🇳

Proud of You!❤️

#Olympics… https://t.co/Zv1qZfNJ3D",2019-07-01 10:49:24,🎓Lnmu university Darbhanga - faculty of commerce 🎓|https://t.co/OkZYyKTJeR (hons) - Accounting finance |,229.0,67,"Bihar, India",Rajnishraj0
2021-07-24 16:34:11,0,False,1418972790565265413,en,0,@ANI Feel proud of our India's daughter and hero Mirabai Chanu winning silver medal. The whole country is proud of… https://t.co/uJohA8OTc1,2020-06-17 09:07:09,Sports & Politics💁🏻‍♀️ opinions are totally personal.,36.0,73,"Thane, India",MayuriVetal22
2021-07-24 16:34:07,4,False,1418972775201398784,en,3,"From collecting wood to collecting Medals Second place medal at Olympics 
What an inspiration for billions.
You hav… https://t.co/TKhapH0eFo",2011-11-13 07:34:23,"Patriot• Nationalist 
Strictly Anti Left Wing Ideologies.
 जय हिन्द.              जय श्री राम",3106.0,4826,Indore ,Satish_Dhakad
